,STORE ID,VENUE,SUB VENUE,Lat,Lng,Address,CITY,STATE,ZIP,place id,business name,price level,google_rating,google_rating_counts
32,1033,Street Non-DT,End Cap,32.3058,-111.0097,1990 W. River Road,Tucson,AZ,85704,ChIJV1k7LYZ01oYRvaH4jDekABE,Panda Express,1.0,4.0,322.0
33,1034,Street Non-DT,End Cap,33.7101,-112.1125,2501 W. Happy Valley Road,Phoenix,AZ,85085,ChIJRy-4apZlK4cRPhBXx51wq-4,Panda Express,1.0,3.8,351.0
34,1036,Street Non-DT,End Cap,45.3675,-122.839,21155 Sw Baler Way,Sherwood,OR,97140,ChIJK-ZWGeFslVQRMJKHJznYcQ0,Panda Express,1.0,3.8,207.0
35,1037,Travel Plaza,Food Court,41.7837,-87.9074,5800 Tri-State Tollway,Hinsdale,IL,60523,ChIJ233W55FLDogRiwuAiFn4qHA,Panda Express,1.0,2.9,85.0
36,1038,Travel Plaza,Food Court,42.2531,-87.9008,13783 W. Oasis Service Rd.,Lake Forest,IL,60045,ChIJmb6ZaayVD4gRnZv5T96qCcI,Panda Express,1.0,3.2,103.0
37,1039,Travel Plaza,Food Court,41.9007,-88.73899999999999,2700 Crego Rd.,Dekalb,IL,60115,ChIJmzcRZJDVDogRjjaEw0tPMbY,Panda Express,1.0,3.2,23.0
38,1040,Street DT,Free Standing,35.1291,-106.5351,9500 Montgomery Blvd. Ne,Albuquerque,NM,87111,ChIJgeLxgFh1IocRYqtgReonsiU,Panda Express,1.0,3.7,304.0
39,1041,Street DT,Free Standing,29.3572,-98.5291,2221 Sw Military,San Antonio,TX,78224,ChIJ5UIjwrRZXIYRCdwgCT1b_Cs,Panda Express,1.0,3.9,582.0
40,1042,Street DT,Free Standing,34.6078,-118.1471,39922 10th St West,Palmdale,CA,93551,ChIJ08hKVJdZwoARSmXhRHJ2GfA,Panda Express,1.0,4.0,352.0
41,1043,Travel Plaza,Food Court,41.5789,-87.5994,700 E Tri-State Tollway,South Holland,IL,60473,ChIJG-KBiI0hDogRAeyEOfToGB8,Panda Express,1.0,2.8,70.0
42,1044,Street DT,Free Standing,38.6555,-121.5273,2940 Del Paso Road,Sacramento,CA,95834,ChIJ-0GWnfwpm4ARI6BuApl-M_U,Panda Express,1.0,3.9,462.0
43,1045,Street Non-DT,End Cap,34.2347,-118.46700000000001,9008 Sepulveda Blvd.,North Hills,CA,91343,ChIJV_Mwi76QwoARC72PWTO8NKI,Panda Express,1.0,4.0,234.0
44,1046,Street Non-DT,End Cap,38.4088,-121.3523,9304 Elk Grove Blvd,Elk Grove,CA,95624,ChIJnTEmn7LAmoARcw5YH81zLZ8,Panda Express,1.0,4.1,142.0
45,1047,Street Non-DT,End Cap,33.2818,-111.7891,3765 S. Gilbert Road,Gilbert,AZ,85296,ChIJ09UXA2apK4cR8epMR19Jg5o,Panda Express,1.0,3.8,223.0
46,1048,Street DT,Free Standing,38.6569,-121.3837,4985 Watt Ave,North Highlands,CA,95660,ChIJXZnyF-LYmoAR8CfDr2BTyfk,Panda Express,1.0,3.9,727.0
47,1049,Street DT,Free Standing,29.546,-98.5766,11220 Huebner Road,San Antonio,TX,78230,ChIJTTTnky1nXIYR_9g3QN8_ZNk,Panda Express,1.0,3.7,583.0
48,1050,Street DT,Free Standing,38.243,-122.0174,402 Lawler Center Drive,Suisun City,CA,94585,ChIJQyDoO6IVhYARFBmAcfiIwLc,Panda Express,1.0,3.7,246.0
49,1051,Street DT,Free Standing,45.3342,-122.7672,8755 Sw Robert Burns Drive,Wilsonville,OR,97070,ChIJqX3RDNltlVQR8Xt36TB-_so,Panda Express,1.0,3.4,339.0
50,1052,Street DT,Free Standing,40.3876,-111.8238,959 West State Street,American Fork,UT,84003,ChIJcxFNYrqBTYcRu67sS9ZPfrs,Panda Express,1.0,3.9,556.0
51,1053,Street Non-DT,End Cap,34.4443,-118.574,28162 Newhall Ranch Road,Santa Clarita,CA,91355,ChIJJ0E7qvx9woARYlVBJBzIDbw,Panda Express,1.0,4.1,196.0
52,1054,Street DT,Free Standing,41.7824,-87.8688,185 Countryside Plaza,Countryside,IL,60525,ChIJM8jL_vFJDogRMA0Q-5B5S90,Panda Express,1.0,3.8,341.0
53,1055,Street DT,Free Standing,33.6808,-96.6094,4030 N Hwy 75,Sherman,TX,75090,ChIJf17CQe-ITIYRj2JAfH5HFTk,Panda Express,1.0,3.8,271.0
54,1056,Mall,Food Court,34.0006,-118.1598,150 Citadel Dr. Fc-b,City Of Commerce,CA,90040,,,,,
55,1058,Street DT,Free Standing,41.6199,-87.8485,31 Orland Square Dr,Orland Park,IL,60462,ChIJrytHtng_DogRJRFw4maMdmg,Panda Express,1.0,3.9,58.0
56,1059,Street DT,Free Standing,35.3933,-118.96600000000001,2659 Mt. Vernon Ave.,Bakersfield,CA,93306,ChIJ5zIhKFtp6oAR9zeA2K6ECAg,Panda Express,1.0,4.0,845.0
57,106,Mall,Food Court,21.2913,-157.8443,1450 Ala Moana Blvd,Honolulu,HI,96814,ChIJcWKjRfBtAHwRIBYC6bqkmPw,Panda Express,1.0,4.0,132.0
58,1060,Street DT,Free Standing,32.6991,-114.601,1900 East 16th St,Yuma,AZ,85365,ChIJh-S_I_L11oARJQM6gJAZkB0,Panda Express,1.0,4.1,502.0
59,1061,Street DT,Free Standing,33.695,-117.3349,29255 Central Ave.,Lake Elsinore,CA,92532,ChIJfS60Vb6Z3IARutdn1uVaLdk,Panda Express,1.0,3.5,185.0
60,1062,Street Non-DT,End Cap,34.1326,-117.9857,904 Hamilton Rd,Duarte,CA,91010,ChIJE6_fMAjZwoARqI7wbVXEUGg,Panda Express,1.0,3.9,145.0
61,1064,Mall,Food Court,34.0584,-118.419,10250 Santa Monica Blvd.,Los Angeles,CA,90067,ChIJX80UiYu7woAR1wNVnAwDQlo,Panda Express,1.0,3.5,39.0
62,1065,University,End Cap,33.4228,-111.9346,777 S. College Ave.,Tempe,AZ,85281,ChIJeUQ0UNkIK4cRt-Dri-3KjTc,Panda Express,1.0,4.0,335.0
63,1066,Mall,Food Court,41.6196,-87.8488,340 Orland Square,Orland Park,IL,60462,ChIJrytHtng_DogRJRFw4maMdmg,Panda Express,1.0,3.9,58.0
64,1067,Street Non-DT,End Cap,36.9161,-121.7781,20 Ohlone Pkwy Space #202,Watsonville,CA,95076,ChIJHZXWcu8ajoARi3-ATg31vdQ,Panda Express,1.0,3.6,316.0
65,1068,Mall,Food Court,37.6359,-122.4188,1150 El Camino Real,San Bruno,CA,94066,ChIJdXouGsd5j4ARYALCUD_uimY,Panda Express,1.0,3.8,114.0
66,1070,Street Non-DT,End Cap,35.6146,-120.6832,90 Niblick Road,Paso Robles,CA,93446,ChIJCbC7ChXF7IARywG7i5UtL9Y,Panda Express,1.0,3.9,376.0
67,1072,Street Non-DT,End Cap,29.4927,-98.7031,10670 Culebra Road,San Antonio,TX,78251,ChIJJZb25YdCXIYRbdFBU7L_QRc,Panda Express,1.0,3.9,429.0
68,1073,Street DT,Free Standing,48.7714,-122.461,1000 East Sunset Drive,Bellingham,WA,98226,ChIJ96BV5X-jhVQRvfIMFpb7W5E,Panda Express,1.0,4.0,330.0
69,1074,Street DT,Free Standing,47.2558,-122.5188,6101 6th Ave,Tacoma,WA,98406,ChIJTxWUtyyrkVQReGxE5yZ--Qk,Panda Express,1.0,3.7,482.0
70,1076,Street DT,Free Standing,34.1955,-118.3489,2585 N. Hollywood Way,Burbank,CA,91505,ChIJfX-2gKiVwoARNIzj2T33Umo,Panda Express,1.0,4.0,411.0
71,1077,Street DT,Free Standing,32.5821,-97.1343,1171 N. Hwy 287,Mansfield,TX,76063,ChIJDS95P6BhToYRk_1w2NfDyGA,Panda Express,1.0,3.9,380.0
72,1078,Street DT,Free Standing,32.3542,-111.0937,8140 N. Cortaro Road,Tucson,AZ,85743,ChIJjf8a4p8K1oYRzw8qoykE8gA,Panda Express,1.0,4.1,512.0
73,1079,Street DT,Free Standing,33.3499,-111.7205,31 S. Higley Rd.,Gilbert,AZ,85296,ChIJdfZ0-4WuK4cRoTNV0e6TZbw,Panda Express,1.0,3.6,217.0
74,108,Mall,Food Court,33.7765,-117.8703,2800 N. Main St. #912,Santa Ana,CA,92701,ChIJ8Xf2387Z3IARbdzCGfuMB6Y,Panda Express,1.0,4.0,110.0
75,1080,Street DT,Free Standing,47.6646,-117.1939,15603 E. Broadway Ave,Veradale,WA,99037,ChIJ53qTYprfYVMREfXgzfI3-NA,Panda Express,1.0,4.0,653.0
76,1081,Street DT,Free Standing,28.4905,-81.428,4064 Millenia Blvd.,Orlando,FL,32839,ChIJ95LnBqp-54gRPcrAJ7clInA,Panda Express,1.0,4.0,558.0
77,1084,Street Non-DT,End Cap,43.5973,-116.3901,750 South Progress Ave.,Meridian,ID,83642,ChIJkU4c_d9TrlQR3AqgbdHZ2lI,Panda Express,1.0,4.0,458.0
78,1085,Street Non-DT,End Cap,39.6388,-104.792,16891 East Quincy Ave.#a,Aurora,CO,80012,ChIJtY8-E2KIbIcRs-pXoXACDkI,Panda Express,1.0,3.9,322.0
79,1086,Street Non-DT,End Cap,33.7016,-117.9353,"18011 Newhope Street, Suite #a",Fountain Valley,CA,92708,ChIJRQNtE1An3YAR9z5rD7BMCog,Panda Express,1.0,4.1,233.0
80,1087,Street Non-DT,End Cap,39.8143,-94.8136,5301 North Belt Highway,Saint Joseph,MO,64506,ChIJd-JSEhwcwIcRNdssULim9Cc,Panda Express,1.0,3.7,244.0
81,1088,Street DT,End Cap,47.8207,-122.2887,4120 196th St SW,Lynnwood,WA,98036,ChIJky8vD2oFkFQRTImj4c6Zghc,Panda Express,1.0,3.7,251.0
82,109,Mall,Food Court,34.4734,-117.3482,14400 Bear Valley Road,Victorville,CA,92392,ChIJa_WIwBdmw4ARSk1A_qqEFCs,Panda Express,1.0,3.9,155.0
83,1090,Street DT,Free Standing,27.8359,-82.6821,7000 Us Highway 19 N,Pinellas Park,FL,33781,ChIJB6LEyXrkwogRtBFSurAGqKM,Panda Express,1.0,4.0,778.0
84,1091,Street DT,Free Standing,41.5989,-87.5594,1300 Torrence Ave,Calumet City,IL,60409,ChIJcbHu30EgDogR90DPAaSxu3c,Panda Express,1.0,3.8,537.0
85,1092,Street Non-DT,Free Standing,38.5612,-121.7655,1491 West Covell Blvd.,Davis,CA,95616,ChIJiW17STUohYARn66-BV3xM4A,Panda Express,1.0,3.9,399.0
86,1093,Street Non-DT,End Cap,36.8137,-119.7908,5347 North Blackstone Ave,Fresno,CA,93710,ChIJH8PHxYpnlIARVmz-DHWxwWk,Panda Express,1.0,4.1,400.0
87,1094,Street DT,Free Standing,45.6789,-122.6665,408 Ne 78th St.,Vancouver,WA,98665,ChIJHR-KHI2ulVQRMj_vXXUFwKs,Panda Express,1.0,3.7,288.0
88,1095,Street DT,Free Standing,34.2495,-84.4771,1401 Riverstone Pkwy.,Canton,GA,30114,ChIJn7QDsQFl9YgR0960k74antI,Panda Express,1.0,3.9,281.0
89,1097,Street Non-DT,End Cap,38.4083,-121.4478,5010 Elk Grove Blvd.,Elk Grove,CA,95758,ChIJR_ex1n_ImoARWap2w8iS5sI,Panda Express,1.0,3.8,189.0
90,1098,Street DT,Free Standing,32.5944,-117.0354,1820 Main Court,Chula Vista,CA,91911,ChIJtRoFZyVM2YARz7mt5q3ZYV4,Panda Express,1.0,4.2,878.0
91,1099,Street DT,Free Standing,33.3782,-112.1664,5010 W. Baseline Rd.,Laveen,AZ,85339,ChIJ-wAPBCIXK4cRKHJoO7JUo10,Panda Express,1.0,2.7,423.0
92,110,Mall,Food Court,40.7271,-74.0384,30-303 Mall Drive W.,Jersey City,NJ,7310,ChIJr9ky0VNXwokRUEMkDDO5koo,Panda Express,1.0,3.8,151.0
93,1100,Street DT,Free Standing,39.9579,-105.1695,301 Center Drive,Superior,CO,80027,ChIJqWSG9yrza4cRasAodFgmQ68,Panda Express,1.0,3.3,102.0
94,1101,Street Non-DT,End Cap,32.5704,-97.3205,12858 South Freeway,Burleson,TX,76028,ChIJE50zgBdpToYR7e02B8KLB0o,Panda Express,1.0,3.8,192.0
95,1102,Street Non-DT,In Line,41.8818,-87.6266,29 East Madison,Chicago,IL,60602,ChIJH3zZ76QsDogR17niI7g0XuM,Panda Express,1.0,4.1,544.0
96,1103,Street Non-DT,End Cap,32.9565,-117.0362,13624 Poway Road,Poway,CA,92064,ChIJZ3jNR1T624ARz8OWph581_U,Panda Express,1.0,4.2,256.0
97,1104,Mall,Food Court,27.9326,-82.325,501 Brandon Town Center Dr,Brandon,FL,33511,,,,,
98,1105,Street DT,Free Standing,45.6178,-122.4766,526 Se 192 Ave.,Vancouver,WA,98683,ChIJn-S5fDm7lVQRDPKHO7FlBhM,Panda Express,1.0,4.0,557.0
99,1106,Street Non-DT,End Cap,33.8887,-117.8108,18503 Yorba Linda Blvd.,Yorba Linda,CA,92885,ChIJH1xftOHT3IARtllMllYT4v8,Panda Express,1.0,4.0,256.0
100,1107,Street Non-DT,End Cap,39.7408,-105.0818,1509 Wadsworth Blvd.,Lakewood,CO,80214,ChIJs6mA0diGa4cRS6w4h0ivQnI,Panda Express,1.0,3.7,409.0
101,1108,Street DT,End Cap,29.8786,-95.6505,15951 Fm529,Houston,TX,77095,ChIJK9ia0DXXQIYR5zZGfmmdO9E,Panda Express,1.0,3.8,529.0
102,1109,Street Non-DT,Free Standing,29.9175,-95.4136,10315 North Fwy,Houston,TX,77037,ChIJb-3XKcrJQIYRlR9F0g06e9I,Panda Express,1.0,3.8,522.0
103,1110,Street Non-DT,End Cap,45.5769,-122.6815,1440 N. Lombard St.,Portland,OR,97217,ChIJMzctuq-nlVQRJHpAMRhMGyg,Panda Express,1.0,3.8,599.0
104,1113,Street Non-DT,End Cap,37.6089,-122.0651,30158 Industrial Parkway,Hayward,CA,94544,ChIJseb0ZsmVj4ARD4hQU5KSlKw,Panda Express,1.0,3.7,384.0
105,1114,Casino,Food Court,36.1564,-115.3336,11011 W. Charleston Blvd,Las Vegas,NV,89135,,,,,
106,1115,Street Non-DT,End Cap,45.5397,-122.8669,2785 Nw Town Center Drive,Hillsboro,OR,97006,ChIJY2UpSEMPlVQRp_zZPbOl5OU,Panda Express,1.0,3.8,283.0
107,1117,Street DT,Free Standing,33.3961,-84.744,1015 Bullsboro Rd.,Newnan,GA,30265,ChIJHwGb8mHG9IgRBDsO_s9fE0Q,Panda Express,1.0,4.2,348.0
108,112,Mall,Food Court,37.7279,-122.4771,3251 20th Ave. #250h,San Francisco,CA,94132,ChIJP5NLubt9j4AR4D9ux5kpXRk,Panda Express,1.0,3.8,168.0
109,1121,Street DT,Free Standing,33.8031,-84.1933,6006 Memorial Drive,Stone Mountain,GA,30083,ChIJORWerNGo9YgRIXVTlVuUWK8,Panda Express,1.0,3.8,652.0
110,1122,Street DT,Free Standing,33.8835,-84.4752,2654 Spring Road,Smyrna,GA,30080,ChIJa4cDulkQ9YgRXoEO2CZZL6s,Panda Express,1.0,3.9,552.0
111,1124,University,In Line,42.2913,-83.7174,2101 Bonisteel,Ann Arbor,MI,48109,ChIJNS6x04euPIgRRy7F08FXI9o,Panda Express,1.0,3.9,185.0
112,1125,Street Non-DT,End Cap,32.7966,-116.9626,190 North Magnolia Ave.,El Cajon,CA,92020,ChIJU8Uc78lZ2YARswVWq6WyLDY,Panda Express,1.0,4.1,310.0
113,1127,Mall,Food Court,38.8434,-104.76299999999999,750 Citadel Drive East,Colorado Springs,CO,80909,ChIJV8YVEdpFE4cRsO4nwB7aeuQ,Panda Express,1.0,3.8,156.0
114,1128,Street Non-DT,End Cap,34.28,-118.8666,840 East Los Angeles Ave,Moorpark,CA,93021,ChIJ8eFPOgIy6IARe3Gc9bV3HYs,Panda Express,1.0,4.1,124.0
115,1129,Street DT,Free Standing,36.054,-115.1716,7470 S. Las Vegas Blvd,Las Vegas,NV,89123,ChIJCXwPblvPyIAR2Rx5nCyJ6Jo,Panda Express,1.0,4.0,528.0
116,113,Mall,Food Court,35.3375,-119.035,2701 Ming Ave.,Bakersfield,CA,93304,ChIJKX5BHXBq6oAR195qofycsEA,Panda Express,1.0,4.1,211.0
117,1130,Street DT,End Cap,33.4429,-84.3232,11481 Tara Blvd,Lovejoy,GA,30250,ChIJz5RESP329IgR4Iwld6BDwvY,Panda Express,1.0,3.9,337.0
118,1132,Street DT,Free Standing,43.6654,-116.2801,6675 N. Glenwood St.,Garden City,ID,83714,ChIJLdWyiJ7_rlQRIRdU-1NWqEw,Panda Express,1.0,4.2,383.0
119,1134,Casino,In Line,36.2016,-115.1952,2400 North Rancho Drive,Las Vegas,NV,89130,ChIJ50Gs81fqyIARKU8ohr_D_SM,Panda Express,1.0,3.9,97.0
120,1135,Street DT,Free Standing,33.9848,-84.4262,4275 Ne Roswell Rd.,Marietta,GA,30062,ChIJex9Jo3cN9YgRbYs9D880Ork,Panda Express,1.0,4.0,306.0
121,1136,Store in Store,Food Court,40.239000000000004,-76.9339,3301 Trindle Rd.,Camp Hill,PA,17011,ChIJw-YiBD7CyIkREyLRHC729aE,Panda Express,1.0,3.8,103.0
122,1137,Street DT,End Cap,38.7504,-121.3087,3981 Foothills Blvd,Roseville,CA,95747,ChIJoxkRmv8gm4ARDZWiKeMTwsc,Panda Express,1.0,3.8,397.0
123,1138,Street Non-DT,End Cap,37.9449,-122.0569,2380 Monument Boulevard,Pleasant Hill,CA,94523,ChIJFUdfMTlhhYARXvqqOOpVmjg,Panda Express,1.0,4.0,369.0
124,1139,Street DT,Free Standing,45.5511,-122.9008,21895 Nw Imbrie,Hillsboro,OR,97124,ChIJ0XlEzpEFlVQRA-6_YN1ZAdk,Panda Express,1.0,3.8,378.0
125,114,Store in Store,Food Court,34.1251,-118.0577,745 W. Naomi Avenue,Arcadia,CA,91006,ChIJWZv8kaXbwoARCgeVCbKxioA,Panda Express,1.0,3.8,53.0
126,1140,Street DT,Free Standing,28.5231,-81.5878,3154 Daniels Road,Winter Garden,FL,34787,ChIJ9_qMHeyD54gRAxmyIs6tdyY,Panda Express,1.0,3.5,300.0
127,1141,Street DT,Free Standing,33.6999,-117.8352,2190 Barranca Pkwy,Irvine,CA,92606,ChIJ1W2yF6He3IARSiR0Asnj7Vk,Panda Express,1.0,4.0,386.0
128,1142,Street DT,Free Standing,33.936,-117.2785,12610 Day Street,Moreno Valley,CA,92553,ChIJbV1KW1ev3IAR8Uix26l8huc,Panda Express,1.0,3.7,302.0
129,1143,Street DT,Free Standing,38.875,-121.3033,105 Ferrari Ranch Road,Lincoln,CA,95648,ChIJ63xZtS49m4ARGkr6Ay47EJ0,Panda Express,1.0,3.9,168.0
130,1145,Street DT,Free Standing,34.0627,-117.2221,2005 W. Redlands Blvd.,Redlands,CA,92373,ChIJLyn0Hq2r3IARlNpVT8QgZXA,Panda Express,1.0,3.9,529.0
131,1146,Street DT,Free Standing,29.6968,-95.29799999999999,1250 Gulfgate Center Mall,Houston,TX,77087,ChIJy8kSu--9QIYR_evQ_akL1tM,Panda Express,1.0,3.7,406.0
132,1147,Street Non-DT,End Cap,33.7426,-116.3044,42175 Washington St.,Palm Desert,CA,92211,ChIJv9OBf1752oARfQaO1jHTcjg,Panda Express,1.0,3.9,50.0
133,1148,Street DT,Free Standing,40.0834,-82.4283,1295 North 21st Street,Newark,OH,43055,ChIJm9gpNgs9OIgRVpsFmqTakEo,Panda Express,1.0,3.8,393.0
134,1149,CBD,In Line,41.8849,-87.6231,130 East Randolph,Chicago,IL,60601,ChIJt_uIB6YsDogRPqd0mHmazTA,Panda Express,1.0,4.1,58.0
135,1151,Street DT,Free Standing,32.6708,-97.2016,4661 Little Road,Arlington,TX,76017,ChIJpWSQE8BkToYR_H99CjACrv0,Panda Express,1.0,3.5,215.0
136,1152,Street DT,Free Standing,39.3561,-76.7032,6514 Reisterstown Rd.,Baltimore,MD,21215,ChIJsffDsUMayIkRtqT3ruBcDFk,Panda Express,1.0,3.9,402.0
137,1153,Street DT,Free Standing,32.6588,-97.069,2220 S. E. Green Oaks Blvd.,Arlington,TX,76018,ChIJTf9pTUqIToYRPa7IaWtBdBA,Panda Express,1.0,3.8,248.0
138,1154,Street DT,Free Standing,33.3051,-111.7435,2491 South Market Street,Gilbert,AZ,85297,ChIJT6pXK2msK4cRT30W3XXy7lo,Panda Express,1.0,3.6,341.0
139,1155,Street DT,Free Standing,32.1915,-110.8562,6370 East Golf Links Road,Tucson,AZ,85730,ChIJ71FWiHhl1oYRBOuSUMGkA8s,Panda Express,1.0,3.5,523.0
140,1156,Street DT,Free Standing,29.9204,-95.6068,12895 Farm To Market 1960 Rd W,Houston,TX,77065,ChIJjRePEAzRQIYRhDBTNeOZ67Q,Panda Express,1.0,3.3,268.0
141,1157,Street DT,Free Standing,40.1463,-82.9222,85 Maxtown,Westerville,OH,43082,ChIJHfDHBJb1OIgRdDWsoP52Q2s,Panda Express,1.0,3.8,261.0
142,1158,Street DT,Free Standing,35.086999999999996,-106.5321,838 Eubank Blvd.,Albuquerque,NM,87123,ChIJG2-0p3egGIcRqRRj7hqpNJA,Panda Express,1.0,3.9,791.0
143,1159,Street DT,Free Standing,33.1996,-96.7086,6970 Virginia Pky,Mckinney,TX,75071,ChIJvZkh8LIVTIYR6gZYMaSr6EE,Panda Express,1.0,4.0,395.0
144,1160,Street DT,Free Standing,27.0504,-82.3958,4201 Tamiami Trail,Venice,FL,34293,ChIJYbEvLuVZw4gR-ijpqhh0P_k,Panda Express,1.0,4.2,270.0
