,Address,Zip Code,Latitude,Longitude,yelp_rating,price_tag,review_count,business_name
77,"1515 N 7th Ave Ste 120, Phoenix, AZ 85007",85007,33.4655983,-112.08238109999999,3.0,$,97.0,chipotle-mexican-grill-phoenix-18
78,"4705 E Broadway Rd, Phoenix, AZ 85040",85040,33.407042499999996,-111.979675,2.5,$,21.0,chipotle-mexican-grill-phoenix-30
79,"11 W Washington St #140, Phoenix, AZ 85003",85003,33.44805039999999,-112.07445,3.0,$,89.0,chipotle-mexican-grill-phoenix-10
80,"4423 E Thomas Rd suite b, Phoenix, AZ 85018",85018,33.4797102,-111.98621170000001,2.5,$,155.0,chipotle-mexican-grill-phoenix
81,"1660 E Camelback Rd #185, Phoenix, AZ 85016",85016,33.5103751,-112.04622040000001,3.0,$,150.0,chipotle-mexican-grill-phoenix-9
82,"3125 E Indian School Rd Ste 101, Phoenix, AZ 85016",85016,33.4949509,-112.01463340000001,3.0,$,37.0,chipotle-mexican-grill-phoenix-26
83,"351 N Montezuma St B, Prescott, AZ 86301",86301,34.5466316,-112.469246,2.5,$,36.0,chipotle-mexican-grill-prescott
84,"5791 E State Rte 69 Ste 100, Prescott Valley, AZ 86314",86314,34.57812070000001,-112.3626223,3.0,$,21.0,chipotle-mexican-grill-prescott-valley
85,"7014 E Camelback Rd Ste 580, Scottsdale, AZ 85251",85251,33.5036822,-111.9293812,1.5,$,31.0,chipotle-mexican-grill-scottsdale-22
86,"361 Forest Rd B, Sedona, AZ 86336",86336,34.868333299999996,-111.76194440000002,3.5,$,50.0,chipotle-mexican-grill-sedona
87,"480 N, AZ-90 Ste A6, Sierra Vista, AZ 85635",85635,31.5598647,-110.25793859999999,3.0,$,41.0,chipotle-mexican-grill-sierra-vista
88,"1655 W Elliot Rd, Tempe, AZ 85284",85284,33.348634000000004,-111.965379,4.0,$,5.0,chipotle-mexican-grill-tempe-7
89,"9484 E 22nd St #130, Tucson, AZ 85710",85710,32.2059615,-110.7901435,3.0,$,82.0,chipotle-mexican-grill-tucson-9
90,"1202 W Irvington Rd, Tucson, AZ 85714",85714,32.1639328,-110.9897341,3.0,$,22.0,chipotle-mexican-grill-tucson-13
91,"5870 E Broadway Blvd #3002, Tucson, AZ 85711",85711,32.2211878,-110.8675946,3.0,$,75.0,chipotle-mexican-grill-tucson-6
92,"235 W Wetmore Rd Ste 101, Tucson, AZ 85705",85705,32.2861099,-110.97555190000001,3.5,$,36.0,chipotle-mexican-grill-tucson-5
93,"3055 N Campbell Ave #183, Tucson, AZ 85719",85719,32.262389500000005,-110.94412630000001,3.0,$,65.0,chipotle-mexican-grill-tucson-4
94,"6501 E Grant Rd #141, Tucson, AZ 85715",85715,32.2502641,-110.85154299999999,3.5,$,26.0,chipotle-mexican-grill-tucson-12
95,"4774 E Grant Rd, Tucson, AZ 85712",85712,32.2500233,-110.8909247,3.0,$,62.0,chipotle-mexican-grill-tucson-3
96,"905 E University Blvd Ste 149, Tucson, AZ 85719",85719,32.2319217,-110.9574618,3.0,$,64.0,chipotle-mexican-grill-tucson
97,"2536 S Kolb Rd, Tucson, AZ 85710",85710,32.193534299999996,-110.84168899999999,3.0,$,75.0,chipotle-mexican-grill-tucson-6
98,"4774 E Grant Rd, Tucson, AZ 85712",85712,32.249990600000004,-110.8910602,3.0,$,62.0,chipotle-mexican-grill-tucson-3
99,"1525 S, Yuma Palms Pkwy Ste 3, Yuma, AZ 85365",85365,32.699728,-114.60106840000002,3.0,$,59.0,chipotle-mexican-grill-yuma-2
100,"3080 S 4th Ave, Yuma, AZ 85364",85364,32.6715875,-114.62442209999999,3.0,$,59.0,chipotle-mexican-grill-yuma-2
101,"2400 SE Walton Blvd, Bentonville, AR 72712",72712,36.334655600000005,-94.1851139,3.0,$,48.0,chipotle-mexican-grill-bentonville
102,"915 E Oak St, Conway, AR 72032",72032,35.0910873,-92.4182338,3.5,$,12.0,chipotle-mexican-grill-conway-2
103,"550 W Dickson St, Fayetteville, AR 72701",72701,36.0667367,-94.16612579999999,3.0,$,25.0,chipotle-mexican-grill-fayetteville
104,"3379 N College Ave #1, Fayetteville, AR 72703",72703,36.1127365,-94.14538540000001,4.0,$,14.0,chipotle-mexican-grill-fayetteville-3
105,"100 S University Ave, Little Rock, AR 72205",72205,34.752010399999996,-92.3415318,3.0,$,29.0,chipotle-mexican-grill-little-rock-2
106,"11525 Cantrell Rd Ste 1000, Little Rock, AR 72212",72212,34.7935412,-92.4003671,3.0,$,26.0,chipotle-mexican-grill-little-rock
107,"601 W 7th St, Los Angeles, CA 90017",90017,34.0475961,-118.2566472,3.0,$,321.0,chipotle-mexican-grill-los-angeles-29
108,"301 W Olympic Blvd ste a, Los Angeles, CA 90015",90015,34.042015,-118.25841000000001,3.5,$,35.0,chipotle-mexican-grill-los-angeles-55
109,"3748 S Figueroa St, Los Angeles, CA 90007",90007,34.0169556,-118.28258400000001,3.0,$,350.0,chipotle-mexican-grill-los-angeles-3
110,"1122 W 6th St #101, Los Angeles, CA 90017",90017,34.0543205,-118.26320690000001,2.0,$$,36.0,chipotle-mexican-grill-los-angeles-58
111,"545 N Montebello Blvd Ste B, Montebello, CA 90640",90640,34.018975299999994,-118.1059054,2.5,$,49.0,chipotle-mexican-grill-montebello-2
112,"7101 Melrose Ave, Los Angeles, CA 90046",90046,34.0836265,-118.34433870000001,2.5,$,161.0,chipotle-mexican-grill-los-angeles-31
113,"4709 Firestone Blvd, South Gate, CA 90280",90280,33.952512,-118.1856175,2.0,$,137.0,chipotle-mexican-grill-south-gate
114,"2944 W Imperial Hwy, Inglewood, CA 90303",90303,33.9307059,-118.32558329999999,2.0,$,96.0,chipotle-mexican-grill-inglewood
115,"5809 Rosemead Blvd, Temple City, CA 91780",91780,34.104636,-118.07389620000001,2.5,$,157.0,chipotle-mexican-grill-temple-city-2
116,"1077 Broxton Ave, Los Angeles, CA 90024",90024,34.0610586,-118.4463143,2.5,$,394.0,chipotle-mexican-grill-los-angeles-2
117,"7940 Van Nuys Blvd # 2A, Panorama City, CA 91402",91402,34.215601299999996,-118.4483274,2.5,$,127.0,chipotle-mexican-grill-panorama-city
118,"5310 Lakewood Blvd, Lakewood, CA 90712",90712,33.854146,-118.1419424,2.5,$,304.0,chipotle-mexican-grill-lakewood-5
119,"1759 Alameda St Ste 104, Compton, CA 90220",90220,33.8765352,-118.21783880000001,2.0,$,177.0,chipotle-mexican-grill-compton-2
120,"2202 N Tustin St ste a, Orange, CA 92865",92865,33.8258029,-117.83640859999998,3.0,$,218.0,chipotle-mexican-grill-orange-4
121,"5976 Orangethorpe Ave, Buena Park, CA 90620",90620,33.858314299999996,-118.03057720000001,2.5,$,288.0,chipotle-mexican-grill-buena-park
122,"1100 Truman St., San Fernando, CA 91340",91340,34.2835807,-118.4413987,2.5,$,137.0,chipotle-mexican-grill-san-fernando
123,"3440 E Chapman Ave, Orange, CA 92869",92869,33.787170200000006,-117.81656090000001,2.5,$,153.0,chipotle-mexican-grill-orange-5
124,"101 E Orangethorpe Ave ste a, Fullerton, CA 92832",92832,33.8597251,-117.92382830000001,2.0,$,107.0,chipotle-mexican-grill-fullerton-3
125,"13348 Newport Ave, Tustin, CA 92780",92780,33.7451198,-117.8146216,3.0,$,226.0,chipotle-mexican-grill-tustin-2
126,"959 E Spring St, Signal Hill, CA 90755",90755,33.811925099999996,-118.1812713,2.5,$,216.0,chipotle-mexican-grill-signal-hill
127,"1460 Vine St, Los Angeles, CA 90028",90028,34.0973469,-118.3263656,3.0,$,249.0,chipotle-mexican-grill-los-angeles-23
128,"8890 Apollo Way ste a, Downey, CA 90242",90242,33.922228999999994,-118.1315477,2.0,$,80.0,chipotle-mexican-grill-downey-5
129,"8500 Firestone Blvd, Downey, CA 90241",90241,33.93780770000001,-118.1295524,2.5,$,261.0,chipotle-mexican-grill-downey
130,"9512 Culver Blvd, Culver City, CA 90232",90232,34.0233754,-118.39433829999999,3.0,$,211.0,chipotle-mexican-grill-culver-city
131,"21300 Hawthorne Blvd A, Torrance, CA 90503",90503,33.8349881,-118.35280470000001,2.5,$,277.0,chipotle-mexican-grill-torrance-2
132,"307 N Pacific Coast Hwy Unit B, El Segundo, CA 90245",90245,33.919643,-118.39646640000001,2.5,$,283.0,chipotle-mexican-grill-el-segundo-4
133,"475 N Beverly Dr, Beverly Hills, CA 90210",90210,34.0713226,-118.40356170000001,2.5,$,133.0,chipotle-mexican-grill-beverly-hills-3
134,"9737 Chapman Ave A, Garden Grove, CA 92841",92841,33.7888408,-117.96322509999999,2.5,$,149.0,chipotle-mexican-grill-garden-grove
135,"5047 Eagle Rock Blvd, Los Angeles, CA 90041",90041,34.138332399999996,-118.21472379999999,2.5,$,118.0,chipotle-mexican-grill-los-angeles-46
136,"3183 Wilshire Blvd Ste 195, Los Angeles, CA 90010",90010,34.0621245,-118.29139099999999,2.0,$,240.0,chipotle-mexican-grill-los-angeles-37
137,"2134 Sunset Blvd ste f, Los Angeles, CA 90026",90026,34.0771454,-118.2647605,3.0,$,47.0,chipotle-mexican-grill-los-angeles-60
138,"150 Citadel Dr, Commerce, CA 90040",90040,34.005537100000005,-118.1529537,3.5,$,28.0,chipotle-mexican-grill-commerce
139,"2180 S Atlantic Blvd suite b, Monterey Park, CA 91754",91754,34.03839620000001,-118.1445545,2.5,$,230.0,chipotle-mexican-grill-monterey-park
140,"3939 Crenshaw Blvd A, Los Angeles, CA 90008",90008,34.013284399999996,-118.336625,2.0,$,199.0,chipotle-mexican-grill-baldwin-hills
