Address,Zip Code,Latitude,Longitude
"660 Ventura Blvd #500, Camarillo, CA 93010",93010,34.2172535,-119.0655579
"1815 S Bascom Ave, Campbell, CA 95008",95008,37.29088,-121.9320587
"6600 Topanga Canyon Blvd Unit FC09, Canoga Park, CA 91303",91303,34.1900125,-118.6025362
"1955 41st Ave Ste A5, Capitola, CA 95010",95010,36.977933,-121.9662903
"2505 Palomar Airport Rd Ste 100, Carlsbad, CA 92011",92011,33.1280583,-117.2704308
"3416 Via Mercato #110, Carlsbad, CA 92009",92009,33.0818461,-117.2359404
"20420 S Avalon Blvd Ste A, Carson, CA 90746",90746,33.8465713,-118.2634552
"3369 Castro Valley Blvd, Castro Valley, CA 94546",94546,37.6953481,-122.0768217
"12560 Artesia Blvd, Cerritos, CA 90703",90703,33.8727915,-118.0642177
"459 Los Cerritos Center, Cerritos, CA 90703",90703,33.860437,-118.0924987
"10826 Alondra Blvd, Cerritos, CA 90703",90703,33.8860579,-118.1020322
"9175 De Soto Ave, Chatsworth, CA 91311",91311,34.2375242,-118.589135
"620 Mangrove Ave, Chico, CA 95926",95926,39.7343762,-121.8351502
"1960 E 20th St Ste 100, Chico, CA 95928",95928,39.7275427,-121.805063
"12188 Central Ave, Chino, CA 91710",91710,34.0319049,-117.6903012
"13920 City Center Dr #4005, Chino Hills, CA 91709",91709,34.0006695,-117.7316068
"569 H St, Chula Vista, CA 91910",91910,32.6315383,-117.088096
"2290 Otay Lakes Rd #100, Chula Vista, CA 91915",91915,32.6471565,-116.9655746
"720 Otay Lakes Rd, Chula Vista, CA 91910",91910,32.646182,-117.002625
"5851 Sunrise Blvd, Citrus Heights, CA 95610",95610,38.6720411,-121.2720328
"17501 Colima Rd Ste C, City of Industry, CA 91748",91748,33.991186,-117.9246994
"15495 Valley Blvd, City of Industry, CA 91746",91746,34.0219656,-117.9595935
"885 S Indian Hill Blvd, Claremont, CA 91711",91711,34.0798254,-117.7195207
"1840 Herndon Ave, Clovis, CA 93611",93611,36.8371028,-119.6829133
"1210 Shaw Ave #101, Clovis, CA 93612",93612,36.8081645,-119.6936529
"990 Serramonte Blvd ste d, Colma, CA 94014",94014,37.6711921,-122.4643989
"785 Oak Grove Rd Ste E1, Concord, CA 94518",94518,37.9373965,-122.0254358
"2002 Salvio St ste a, Concord, CA 94520",94520,37.9768843,-122.0356178
"552 Contra Costa Blvd #110, Pleasant Hill, CA 94523",94523,37.9788226,-122.0668209
"1160 E Ontario Ave STE 101, Corona, CA 92881",92881,33.8476157,-117.5438169
"2560 Tuscany St Ste 102, Corona, CA 92881",92881,33.823651,-117.5165168
"1409 Hamner Ave, Norco, CA 92860",92860,33.9026069,-117.5618286
"2300 Harbor Blvd Ste L1, Costa Mesa, CA 92626",92626,33.6580777,-117.9187307
"4114 Sepulveda Blvd suite g, Culver City, CA 90230",90230,34.0071618,-118.4126231
"6150 W Slauson Ave #106, Culver City, CA 90230",90230,33.9881114,-118.393007
"6000 Sepulveda Blvd Suite 3236, Culver City, CA 90230",90230,33.9855732,-118.3932726
"6719 La Tijera Blvd Ste A&B, Los Angeles, CA 90045",90045,33.9788835,-118.370701
"10250 Santa Monica Blvd Ste FC2, Los Angeles, CA 90067",90067,34.0590031,-118.418866
"4718 Admiralty Way, Marina Del Rey, CA 90292",90292,33.979174,-118.4383297
"11711 National Blvd, Los Angeles, CA 90064",90064,34.0226815,-118.4391797
"10385 S De Anza Blvd, Cupertino, CA 95014",95014,37.317265,-122.03279
"20688 Homestead Rd, Cupertino, CA 95014",95014,37.3373151,-122.0364837
"213 Westlake Center, Daly City, CA 94015",94015,37.7014638,-122.4824447
"33 Railroad Ave, Danville, CA 94526",94526,37.8231593,-122.0040949
"2421 San Ramon Valley Blvd, San Ramon, CA 94583",94583,37.7751517,-121.978018
"227 E St #1, Davis, CA 95616",95616,38.5440461,-121.7415946
"2710 Via De La Valle #290, Del Mar, CA 92014",92014,32.9812866,-117.2497982
"235 S Diamond Bar Blvd ste b, Diamond Bar, CA 91765",91765,34.0208776,-117.8105588
"7020 Amador Plaza Rd, Dublin, CA 94568",94568,37.7063732,-121.9291182
"5240 Dublin Blvd Ste S2J, Dublin, CA 94568",94568,37.7056168,-121.890836
"3238 Livermore Outlets Dr, Livermore, CA 94551",94551,37.6984632,-121.8449893
"225 Jamacha Road, El Cajon, CA 92019",92019,32.7940362,-116.934819
"9828 Mission Gorge Rd C, Santee, CA 92071",92071,32.8410211,-116.9814123
"6083 El Cajon Blvd, San Diego, CA 92115",92115,32.7612886,-117.066615
"9901 San Pablo Ave, El Cerrito, CA 94530",94530,37.8992081,-122.3023089
"7440 Laguna Blvd #124, Elk Grove, CA 95758",95758,38.4231808,-121.4155253
"4730 Elk Grove Blvd Ste 110, Elk Grove, CA 95758",95758,38.4083309,-121.4494408
"268 N El Camino Real, Encinitas, CA 92024",92024,33.0522141,-117.2615562
"1282 Auto Park Way ste a, Escondido, CA 92029",92029,33.1130149,-117.101039
"1201 E Valley Pkwy ste a, Escondido, CA 92027",92027,33.1303227,-117.0665902
"200 E Via Rancho Pkwy Ste 455, Escondido, CA 92025",92025,33.0711084,-117.0662939
"2626 Broadway St Suite 100, Eureka, CA 95501",95501,40.7842726,-124.1836109
"850 Crescent Way, Arcata, CA 95521",95521,40.8593997,-124.0731394
"5223 Hazel Ave, Fair Oaks, CA 95628",95628,38.6615637,-121.2260549
"2517 Fair Oaks Blvd, Sacramento, CA 95825",95825,38.5756165,-121.4033345
"1586 Gateway Blvd ste b, Fairfield, CA 94533",94533,38.2616333,-122.0584716
"2379 Iron Point Rd Ste 120, Folsom, CA 95630",95630,38.6450063,-121.1233673
"1001 E Bidwell St Ste 106, Folsom, CA 95630",95630,38.6695096,-121.1555328
"10515 Sierra Ave D, Fontana, CA 92337",92337,34.0627057,-117.4350364
"16595 Sierra Lakes Pkwy #100, Fontana, CA 92336",92336,34.1385361,-117.4413977
"26552 Towne Centre Dr, Foothill Ranch, CA 92610",92610,33.6795066,-117.6686819
"2019 Chess Dr, Foster City, CA 94404",94404,37.5625402,-122.2806439
"861 Middlefield Rd, Redwood City, CA 94063",94063,37.4858199,-122.2289647
"1050 Park Pl, San Mateo, CA 94403",94403,37.5446958,-122.291492
"30920 Dyer St, Union City, CA 94587",94587,37.6024594,-122.0690668
"1135 Industrial Rd C, San Carlos, CA 94070",94070,37.5022085,-122.2463726
"17150 Brookhurst St Ste E, Fountain Valley, CA 92708",92708,33.7141699,-117.9540216
"18951 Brookhurst St, Fountain Valley, CA 92708",92708,33.6875925,-117.9545164
"629 S Harbor Blvd, Santa Ana, CA 92704",92704,33.7386747,-117.9196569
"16241 Beach Blvd, Huntington Beach, CA 92647",92647,33.7268489,-117.9896923
"2760 Mowry Ave, Fremont, CA 94538",94538,37.5543978,-121.9817117
"5565 Auto Mall Pkwy, Fremont, CA 94538",94538,37.5043462,-121.9756368
"44029 Osgood Rd #106, Fremont, CA 94539",94539,37.5110465,-121.9407045
"34883 Newark Blvd, Newark, CA 94560",94560,37.5511591,-122.0514488
"80 E Nees Ave, Fresno, CA 93720",93720,36.8521306,-119.7889995
"3520 N Blackstone Ave #102, Fresno, CA 93726",93726,36.7816196,-119.7900766
"4978 N Cedar Ave, Fresno, CA 93726",93726,36.8081309,-119.7534441
"5128 N Palm Ave, Fresno, CA 93704",93704,36.8110901,-119.8079561
"4424 W Shaw Ave, Fresno, CA 93722",93722,36.8094238,-119.871819
"3120 E Floral Ave #108a, Selma, CA 93662",93662,36.5770699,-119.632347
"1755 Artesia Blvd, Gardena, CA 90248",90248,33.8734723,-118.3088413
"6955 Camino Arroyo #70, Gilroy, CA 95020",95020,37.0029775,-121.5519972
"155 N Brand Blvd, Glendale, CA 91203",91203,34.1479506,-118.2552935
"1135 Glendale Galleria Suite, FC 12, Glendale, CA 91210",91210,34.1451463,-118.2592976
"1365 E Gladstone St #700, Glendora, CA 91740",91740,34.1163641,-117.8356347
"2350 Sunrise Blvd Ste 3, Gold River, CA 95670",95670,38.6170393,-121.2689493
"270 Storke Rd ste f, Goleta, CA 93117",93117,34.4291769,-119.8694057
"16959 Devonshire St, Granada Hills, CA 91344",91344,34.257748,-118.5020816
"10384 Sepulveda Blvd #2e, Mission Hills, CA 91345",91345,34.25942,-118.4665907
"366 N, 12th Ave Ste 113, Hanford, CA 93230",93230,36.3274768,-119.6732996
"5330 W Rosecrans Ave, Hawthorne, CA 90250",90250,33.9012358,-118.3732252
"2465 W Florida Ave, Hemet, CA 92545",92545,33.7471556,-116.9975101
"1439 Pacific Coast Hwy, Hermosa Beach, CA 90254",90254,33.8653315,-118.3934866
"9770 Mariposa Rd, Hesperia, CA 92345",92345,34.42801,-117.37841
"7101 Yorktown Ave #100, Huntington Beach, CA 92648",92648,33.680706,-118.0043469
"6777 Westminster Blvd A, Westminster, CA 92683",92683,33.7594042,-118.0075772
"3101 Newport Blvd, Newport Beach, CA 92663",92663,33.6152649,-117.9306384
"12359 Seal Beach Blvd, Seal Beach, CA 90740",90740,33.7829807,-118.0723415
"6324 CA-1 A, Long Beach, CA 90803",90803,33.7598543,-118.1148444
"1322 Bison Ave, Newport Beach, CA 92660",92660,33.6389776,-117.8600891
"801 Palm Ave, Imperial Beach, CA 91932",91932,32.5835691,-117.1155604
"3966 Barranca Pkwy Suite B, Irvine, CA 92606",92606,33.6854646,-117.8111745
"6424 Irvine Blvd, Irvine, CA 92620",92620,33.6983332,-117.7409454
"3955 Irvine Blvd, Irvine, CA 92602",92602,33.7235216,-117.7714564
"4255 Campus Dr A116, Irvine, CA 92612",92612,33.64958,-117.839312
"731 Spectrum Center Dr, Irvine, CA 92618",92618,33.6507678,-117.7428841
"15040 Kensington Park Dr, Tustin, CA 92782",92782,33.7127092,-117.8171211
"895 Foothill Blvd ste a, La Cañada Flintridge, CA 91011",91011,34.2035553,-118.1977544
"1202 S Idaho St ste a, La Habra, CA 90631",90631,33.9167903,-117.9588635
"8657 Villa La Jolla Dr #209, La Jolla, CA 92037",92037,32.865734,-117.232143
"8005 Fletcher Pkwy, La Mesa, CA 91942",91942,32.7736131,-117.0269597
"79174 CA-111 STE 101, La Quinta, CA 92253",92253,33.7083539,-116.283399
"2298 Foothill Blvd ste c, La Verne, CA 91750",91750,34.112051,-117.7622467
"3518 Mt Diablo Blvd Ste F, Lafayette, CA 94549",94549,37.8932084,-122.1181199
"27221 La Paz Rd ste h, Laguna Niguel, CA 92677",92677,33.5680509,-117.7085587
"32391 Golden Lantern Ste A, Laguna Niguel, CA 92677",92677,33.4926226,-117.6981154
"27750 Crown Valley Pkwy, Mission Viejo, CA 92691",92691,33.5594307,-117.6714265
"23645 El Toro Rd, Lake Forest, CA 92630",92630,33.6188258,-117.7034592
"22379 El Toro Rd, Lake Forest, CA 92630",92630,33.6379653,-117.680601
"855 W Ave K #101, Lancaster, CA 93534",93534,34.675182,-118.1473502
"5602 Dennis McCarthy Dr Ste B, Lebec, CA 93243",93243,34.9865093,-118.9463183
"4691 First St, Livermore, CA 94551",94551,37.6990748,-121.7416796
"2310 Tienda Dr Ste 200, Lodi, CA 95242",95242,38.1167581,-121.3025829
"2601 Reynolds Ranch Pkwy #140, Lodi, CA 95240",95240,38.1010314,-121.2668729
"1800 Ximeno Ave, Long Beach, CA 90815",90815,33.7901267,-118.1386806
"245 Pine Ave #190, Long Beach, CA 90802",90802,33.770148,-118.1926605
"15754 Paramount Blvd A, Paramount, CA 90723",90723,33.8896717,-118.1598499
"5550 Wilshire Blvd Ste 101B, Los Angeles, CA 90036",90036,34.0621133,-118.3501959
"301 N Larchmont Blvd, Los Angeles, CA 90004",90004,34.0764349,-118.3239584
"110 S Fairfax Ave Ste A12, Los Angeles, CA 90036",90036,34.0737003,-118.3609468
"11690 San Vicente Blvd, Los Angeles, CA 90049",90049,34.0535063,-118.4648759
"7660 Sunset Blvd, Los Angeles, CA 90046",90046,34.0978471,-118.3569052
"640 Blossom Hill Rd, Los Gatos, CA 95032",95032,37.2353535,-121.9636567
"2180 W Cleveland Ave #104, Madera, CA 93637",93637,36.9739861,-120.0829977
"3822 Cross Creek Rd, Malibu, CA 90265",90265,34.0361131,-118.6848077
